ccn,hospital_name,state,finding,url,dns,final_status,redirect_hops,server,cf_ray,cf_mitigated,waf_action,edge,body_hint,error,ms,transcript
010061,HIGHLANDS MEDICAL CENTER,AL,not-assessed-site-unreachable,https://highlandsmedcenter.com/,failed,,0,,,,,,,fetch failed (cause: EAI_AGAIN),281,transcripts\highlandsmedcenter.com--c1805797.txt
014000,HILL CREST BEHAVIORAL HEALTH SERVICES,AL,pointer-blocked-to-automation,https://hillcrestbhs.com/cms-hpt.txt,ok,403,0,cloudflare,a371f55a4dba8aaa-IAD,challenge,,cloudflare,Just a moment,,137,transcripts\hillcrestbhs.com--bf215e0e.txt
014000,HILL CREST BEHAVIORAL HEALTH SERVICES,AL,pointer-blocked-to-automation,https://hillcrestbhs.com/,ok,403,0,cloudflare,a371f55a8e788aaa-IAD,challenge,,cloudflare,Just a moment,,37,transcripts\hillcrestbhs.com--21dff39e.txt
010168,JACK HUGHSTON MEMORIAL HOSPITAL,AL,mrf-url-unreachable,https://al.hughston.com/wp-content/uploads/sites/8/2024/02/331058243_jack-hughston-memorial-hospital_standardcharges.json,ok,404,0,nginx,,,,,,,312,transcripts\al.hughston.com--966fe488.txt
011311,LAKELAND COMMUNITY HOSPITAL,AL,no-cms-hpt-txt-published,https://lakelandcommunityhospital.com/,ok,200,0,Apache/2.4.58 (Ubuntu),,,,,,,874,transcripts\lakelandcommunityhospital.com--0ec02013.txt
011311,LAKELAND COMMUNITY HOSPITAL,AL,no-cms-hpt-txt-published,https://lakelandcommunityhospital.com/cms-hpt.txt,ok,404,1,Apache/2.4.58 (Ubuntu),,,,,,fetch failed (cause: UND_ERR_CONNECT_TIMEOUT),22083,transcripts\lakelandcommunityhospital.com--19602a7b.txt
011311,LAKELAND COMMUNITY HOSPITAL,AL,no-cms-hpt-txt-published,https://lakelandcommunityhospital.com/.well-known/cms-hpt.txt,ok,404,0,Apache/2.4.58 (Ubuntu),,,,,,,771,transcripts\lakelandcommunityhospital.com--bd7290cb.txt
011304,OCHSNER CHOCTAW GENERAL,AL,not-assessed-not-named-in-file,https://ochsnerrush.org/,ok,200,1,BigIP | volt-adc,,,,,,,421,transcripts\ochsnerrush.org--330c819a.txt
011302,RED BAY HOSPITAL,AL,not-assessed-not-named-in-file,https://healthy.kaiserpermanente.org/,ok,,18,BigIP | BigIP | BigIP | BigIP | BigIP | BigIP | BigIP | BigIP,,,,,,too many redirects,23205,transcripts\healthy.kaiserpermanente.org--1179036c.txt
010065,RUSSELL MEDICAL CENTER,AL,no-cms-hpt-txt-published,https://russellcares.com/,ok,200,0,,,,,cloudfront,,,786,transcripts\russellcares.com--fdb36769.txt
010065,RUSSELL MEDICAL CENTER,AL,no-cms-hpt-txt-published,https://russellcares.com/cms-hpt.txt,ok,404,1,,,,,cloudfront,,fetch failed (cause: UND_ERR_CONNECT_TIMEOUT),21742,transcripts\russellcares.com--2d011f8b.txt
010065,RUSSELL MEDICAL CENTER,AL,no-cms-hpt-txt-published,https://russellcares.com/.well-known/cms-hpt.txt,ok,404,0,,,,,cloudfront,,,198,transcripts\russellcares.com--d8d31b92.txt
010118,VAUGHAN REGIONAL MEDICAL CENTER PARKWAY CAMPUS,AL,not-assessed-site-unreachable,https://vaughanregional.com/cms-hpt.txt,ok,406,0,,,,,,,,146,transcripts\vaughanregional.com--1b53b9fe.txt
010118,VAUGHAN REGIONAL MEDICAL CENTER PARKWAY CAMPUS,AL,not-assessed-site-unreachable,https://vaughanregional.com/,ok,406,0,,,,,,,,68,transcripts\vaughanregional.com--2f676c85.txt
010112,WHITFIELD REGIONAL HOSPITAL,AL,no-cms-hpt-txt-published,https://bwwmh.com/,ok,200,1,ip-10-123-125-226.ec2.internal | nginx/1.29.8,,,,,,,3795,transcripts\bwwmh.com--e9641645.txt
010112,WHITFIELD REGIONAL HOSPITAL,AL,no-cms-hpt-txt-published,https://bwwmh.com/cms-hpt.txt,ok,404,0,awselb/2.0,,,,,,fetch failed (cause: UND_ERR_CONNECT_TIMEOUT),17869,transcripts\bwwmh.com--f9f2512f.txt
010112,WHITFIELD REGIONAL HOSPITAL,AL,no-cms-hpt-txt-published,https://bwwmh.com/.well-known/cms-hpt.txt,ok,404,0,,,,,,,,298,transcripts\bwwmh.com--2f20cac2.txt
044011,ARKANSAS STATE HOSPITAL,AR,no-cms-hpt-txt-published,https://humanservices.arkansas.gov/,ok,200,0,cloudflare,a371f55d18e5c502-IAD,,,cloudflare,,,219,transcripts\humanservices.arkansas.gov--5c28bb7d.txt
044011,ARKANSAS STATE HOSPITAL,AR,no-cms-hpt-txt-published,https://humanservices.arkansas.gov/cms-hpt.txt,ok,,0,,,,,,,fetch failed (cause: UND_ERR_CONNECT_TIMEOUT),33310,transcripts\humanservices.arkansas.gov--d78b3829.txt
044011,ARKANSAS STATE HOSPITAL,AR,no-cms-hpt-txt-published,https://humanservices.arkansas.gov/.well-known/cms-hpt.txt,ok,404,0,cloudflare,a371f67f0887389c-IAD,,,cloudflare,,,13063,transcripts\humanservices.arkansas.gov--a9d590c0.txt
040147,ARKANSAS SURGICAL HOSPITAL,AR,no-cms-hpt-txt-published,https://clariti-health.com/,ok,,1,Yes,,,,,,fetch failed (cause: UND_ERR_CONNECT_TIMEOUT),21336,transcripts\clariti-health.com--d4d07f3e.txt
040147,ARKANSAS SURGICAL HOSPITAL,AR,no-cms-hpt-txt-published,https://clariti-health.com/cms-hpt.txt,ok,200,0,Microsoft-IIS/10.0,,,,,,,590,transcripts\clariti-health.com--201560d8.txt
040147,ARKANSAS SURGICAL HOSPITAL,AR,no-cms-hpt-txt-published,https://clariti-health.com/.well-known/cms-hpt.txt,ok,200,0,Microsoft-IIS/10.0,,,,,,,142,transcripts\clariti-health.com--c5633c55.txt
041309,LAWRENCE MEMORIAL HOSPITAL,AR,mrf-url-unreachable,https://www.lawrencegeneral.org/LawrenceGeneral/media/PDF-Docs/042103586_LawerenceGeneralHospital_standardcharges.csv,ok,404,1,Microsoft-IIS/10.0 | Microsoft-IIS/10.0,,,,,,,795,transcripts\lawrencegeneral.org--436d7647.txt
040022,NORTHWEST MEDICAL CENTER-SPRINGDALE,AR,not-assessed-site-unreachable,https://northwesthealth.com/cms-hpt.txt,ok,,2,Apache/2.4,,,,,,fetch failed (cause: ENOTFOUND),652,transcripts\northwesthealth.com--026db188.txt
040022,NORTHWEST MEDICAL CENTER-SPRINGDALE,AR,not-assessed-site-unreachable,https://northwesthealth.com/,ok,200,1,Apache/2.4 | Vercel,,,,,,,266,transcripts\northwesthealth.com--fd9b4f86.txt
041313,OZARK HEALTH,AR,not-assessed-not-named-in-file,https://ozarkhealth.net/,ok,200,0,Apache,,,,,,,418,transcripts\ozarkhealth.net--7f5be8e2.txt
044021,PERIMETER BEHAVIORAL HOSPITAL OF WEST MEMPHIS,AR,not-assessed-not-named-in-file,https://perimeterhealthcare.com/,ok,200,1,nginx,,,,,,,521,transcripts\perimeterhealthcare.com--307188d1.txt
041330,PIGGOTT COMMUNITY HOSPITAL,AR,pointer-blocked-to-automation,https://piggotthealthsystem.com/cms-hpt.txt,ok,403,0,cloudflare,a371f5e84cd79167-IAD,challenge,,cloudflare,Just a moment,,173,transcripts\piggotthealthsystem.com--d24cea04.txt
041330,PIGGOTT COMMUNITY HOSPITAL,AR,pointer-blocked-to-automation,https://piggotthealthsystem.com/,ok,403,0,cloudflare,a371f5e87d569167-IAD,challenge,,cloudflare,Just a moment,,26,transcripts\piggotthealthsystem.com--2d4e5482.txt
040001,SILOAM SPRINGS REGIONAL HOSPITAL,AR,not-assessed-site-unreachable,https://northwesthealth.com/cms-hpt.txt,ok,,2,Apache/2.4,,,,,,fetch failed (cause: ENOTFOUND),652,transcripts\northwesthealth.com--026db188.txt
040001,SILOAM SPRINGS REGIONAL HOSPITAL,AR,not-assessed-site-unreachable,https://northwesthealth.com/,ok,200,1,Apache/2.4 | Vercel,,,,,,,266,transcripts\northwesthealth.com--fd9b4f86.txt
030002,BANNER - UNIVERSITY MEDICAL CENTER PHOENIX,AZ,pointer-blocked-to-automation,https://bannerhealth.com/cms-hpt.txt,ok,403,0,cloudflare,a371f5e86b0278b1-IAD,,,cloudflare,Attention Required,,130,transcripts\bannerhealth.com--fbc99cf8.txt
030002,BANNER - UNIVERSITY MEDICAL CENTER PHOENIX,AZ,pointer-blocked-to-automation,https://bannerhealth.com/,ok,403,0,cloudflare,a371f5e89b6978b1-IAD,,,cloudflare,Attention Required,,24,transcripts\bannerhealth.com--7294dd9d.txt
030064,BANNER - UNIVERSITY MEDICAL CENTER TUCSON CAMPUS,AZ,pointer-blocked-to-automation,https://bannerhealth.com/cms-hpt.txt,ok,403,0,cloudflare,a371f5e86b0278b1-IAD,,,cloudflare,Attention Required,,130,transcripts\bannerhealth.com--fbc99cf8.txt
030064,BANNER - UNIVERSITY MEDICAL CENTER TUCSON CAMPUS,AZ,pointer-blocked-to-automation,https://bannerhealth.com/,ok,403,0,cloudflare,a371f5e89b6978b1-IAD,,,cloudflare,Attention Required,,24,transcripts\bannerhealth.com--7294dd9d.txt
030088,BANNER BAYWOOD MEDICAL CENTER,AZ,pointer-blocked-to-automation,https://bannerhealth.com/cms-hpt.txt,ok,403,0,cloudflare,a371f5e86b0278b1-IAD,,,cloudflare,Attention Required,,130,transcripts\bannerhealth.com--fbc99cf8.txt
030088,BANNER BAYWOOD MEDICAL CENTER,AZ,pointer-blocked-to-automation,https://bannerhealth.com/,ok,403,0,cloudflare,a371f5e89b6978b1-IAD,,,cloudflare,Attention Required,,24,transcripts\bannerhealth.com--7294dd9d.txt
034004,BANNER BEHAVIORAL HEALTH HOSPITAL,AZ,pointer-blocked-to-automation,https://bannerhealth.com/cms-hpt.txt,ok,403,0,cloudflare,a371f5e86b0278b1-IAD,,,cloudflare,Attention Required,,130,transcripts\bannerhealth.com--fbc99cf8.txt
034004,BANNER BEHAVIORAL HEALTH HOSPITAL,AZ,pointer-blocked-to-automation,https://bannerhealth.com/,ok,403,0,cloudflare,a371f5e89b6978b1-IAD,,,cloudflare,Attention Required,,24,transcripts\bannerhealth.com--7294dd9d.txt
030061,BANNER BOSWELL MEDICAL CENTER,AZ,pointer-blocked-to-automation,https://bannerhealth.com/cms-hpt.txt,ok,403,0,cloudflare,a371f5e86b0278b1-IAD,,,cloudflare,Attention Required,,130,transcripts\bannerhealth.com--fbc99cf8.txt
030061,BANNER BOSWELL MEDICAL CENTER,AZ,pointer-blocked-to-automation,https://bannerhealth.com/,ok,403,0,cloudflare,a371f5e89b6978b1-IAD,,,cloudflare,Attention Required,,24,transcripts\bannerhealth.com--7294dd9d.txt
030016,BANNER CASA GRANDE MEDICAL CENTER,AZ,pointer-blocked-to-automation,https://bannerhealth.com/cms-hpt.txt,ok,403,0,cloudflare,a371f5e86b0278b1-IAD,,,cloudflare,Attention Required,,130,transcripts\bannerhealth.com--fbc99cf8.txt
030016,BANNER CASA GRANDE MEDICAL CENTER,AZ,pointer-blocked-to-automation,https://bannerhealth.com/,ok,403,0,cloudflare,a371f5e89b6978b1-IAD,,,cloudflare,Attention Required,,24,transcripts\bannerhealth.com--7294dd9d.txt
030093,BANNER DEL E. WEBB MEDICAL CENTER,AZ,pointer-blocked-to-automation,https://bannerhealth.com/cms-hpt.txt,ok,403,0,cloudflare,a371f5e86b0278b1-IAD,,,cloudflare,Attention Required,,130,transcripts\bannerhealth.com--fbc99cf8.txt
030093,BANNER DEL E. WEBB MEDICAL CENTER,AZ,pointer-blocked-to-automation,https://bannerhealth.com/,ok,403,0,cloudflare,a371f5e89b6978b1-IAD,,,cloudflare,Attention Required,,24,transcripts\bannerhealth.com--7294dd9d.txt
030065,BANNER DESERT MEDICAL CENTER,AZ,pointer-blocked-to-automation,https://bannerhealth.com/cms-hpt.txt,ok,403,0,cloudflare,a371f5e86b0278b1-IAD,,,cloudflare,Attention Required,,130,transcripts\bannerhealth.com--fbc99cf8.txt
030065,BANNER DESERT MEDICAL CENTER,AZ,pointer-blocked-to-automation,https://bannerhealth.com/,ok,403,0,cloudflare,a371f5e89b6978b1-IAD,,,cloudflare,Attention Required,,24,transcripts\bannerhealth.com--7294dd9d.txt
030115,BANNER ESTRELLA MEDICAL CENTER,AZ,pointer-blocked-to-automation,https://bannerhealth.com/cms-hpt.txt,ok,403,0,cloudflare,a371f5e86b0278b1-IAD,,,cloudflare,Attention Required,,130,transcripts\bannerhealth.com--fbc99cf8.txt
030115,BANNER ESTRELLA MEDICAL CENTER,AZ,pointer-blocked-to-automation,https://bannerhealth.com/,ok,403,0,cloudflare,a371f5e89b6978b1-IAD,,,cloudflare,Attention Required,,24,transcripts\bannerhealth.com--7294dd9d.txt
030122,BANNER GATEWAY MEDICAL CENTER,AZ,pointer-blocked-to-automation,https://bannerhealth.com/cms-hpt.txt,ok,403,0,cloudflare,a371f5e86b0278b1-IAD,,,cloudflare,Attention Required,,130,transcripts\bannerhealth.com--fbc99cf8.txt
030122,BANNER GATEWAY MEDICAL CENTER,AZ,pointer-blocked-to-automation,https://bannerhealth.com/,ok,403,0,cloudflare,a371f5e89b6978b1-IAD,,,cloudflare,Attention Required,,24,transcripts\bannerhealth.com--7294dd9d.txt
030134,BANNER GOLDFIELD MEDICAL CENTER,AZ,pointer-blocked-to-automation,https://bannerhealth.com/cms-hpt.txt,ok,403,0,cloudflare,a371f5e86b0278b1-IAD,,,cloudflare,Attention Required,,130,transcripts\bannerhealth.com--fbc99cf8.txt
030134,BANNER GOLDFIELD MEDICAL CENTER,AZ,pointer-blocked-to-automation,https://bannerhealth.com/,ok,403,0,cloudflare,a371f5e89b6978b1-IAD,,,cloudflare,Attention Required,,24,transcripts\bannerhealth.com--7294dd9d.txt
030105,BANNER HEART HOSPITAL,AZ,pointer-blocked-to-automation,https://bannerhealth.com/cms-hpt.txt,ok,403,0,cloudflare,a371f5e86b0278b1-IAD,,,cloudflare,Attention Required,,130,transcripts\bannerhealth.com--fbc99cf8.txt
030105,BANNER HEART HOSPITAL,AZ,pointer-blocked-to-automation,https://bannerhealth.com/,ok,403,0,cloudflare,a371f5e89b6978b1-IAD,,,cloudflare,Attention Required,,24,transcripts\bannerhealth.com--7294dd9d.txt
030130,BANNER IRONWOOD MEDICAL CENTER,AZ,pointer-blocked-to-automation,https://bannerhealth.com/cms-hpt.txt,ok,403,0,cloudflare,a371f5e86b0278b1-IAD,,,cloudflare,Attention Required,,130,transcripts\bannerhealth.com--fbc99cf8.txt
030130,BANNER IRONWOOD MEDICAL CENTER,AZ,pointer-blocked-to-automation,https://bannerhealth.com/,ok,403,0,cloudflare,a371f5e89b6978b1-IAD,,,cloudflare,Attention Required,,24,transcripts\bannerhealth.com--7294dd9d.txt
030147,BANNER OCOTILLO MEDICAL CENTER,AZ,pointer-blocked-to-automation,https://bannerhealth.com/cms-hpt.txt,ok,403,0,cloudflare,a371f5e86b0278b1-IAD,,,cloudflare,Attention Required,,130,transcripts\bannerhealth.com--fbc99cf8.txt
030147,BANNER OCOTILLO MEDICAL CENTER,AZ,pointer-blocked-to-automation,https://bannerhealth.com/,ok,403,0,cloudflare,a371f5e89b6978b1-IAD,,,cloudflare,Attention Required,,24,transcripts\bannerhealth.com--7294dd9d.txt
031318,BANNER PAYSON MEDICAL CENTER,AZ,pointer-blocked-to-automation,https://bannerhealth.com/cms-hpt.txt,ok,403,0,cloudflare,a371f5e86b0278b1-IAD,,,cloudflare,Attention Required,,130,transcripts\bannerhealth.com--fbc99cf8.txt
031318,BANNER PAYSON MEDICAL CENTER,AZ,pointer-blocked-to-automation,https://bannerhealth.com/,ok,403,0,cloudflare,a371f5e89b6978b1-IAD,,,cloudflare,Attention Required,,24,transcripts\bannerhealth.com--7294dd9d.txt
030089,BANNER THUNDERBIRD MEDICAL CENTER,AZ,pointer-blocked-to-automation,https://bannerhealth.com/cms-hpt.txt,ok,403,0,cloudflare,a371f5e86b0278b1-IAD,,,cloudflare,Attention Required,,130,transcripts\bannerhealth.com--fbc99cf8.txt
030089,BANNER THUNDERBIRD MEDICAL CENTER,AZ,pointer-blocked-to-automation,https://bannerhealth.com/,ok,403,0,cloudflare,a371f5e89b6978b1-IAD,,,cloudflare,Attention Required,,24,transcripts\bannerhealth.com--7294dd9d.txt
030111,BANNER-UNIVERSITY MEDICAL CENTER SOUTH CAMPUS,AZ,pointer-blocked-to-automation,https://bannerhealth.com/cms-hpt.txt,ok,403,0,cloudflare,a371f5e86b0278b1-IAD,,,cloudflare,Attention Required,,130,transcripts\bannerhealth.com--fbc99cf8.txt
030111,BANNER-UNIVERSITY MEDICAL CENTER SOUTH CAMPUS,AZ,pointer-blocked-to-automation,https://bannerhealth.com/,ok,403,0,cloudflare,a371f5e89b6978b1-IAD,,,cloudflare,Attention Required,,24,transcripts\bannerhealth.com--7294dd9d.txt
030138,CITY OF HOPE CANCER CENTER PHOENIX,AZ,pointer-blocked-to-automation,https://cancercenter.com/cms-hpt.txt,ok,403,1,cloudflare | cloudflare,a371f5e93ed38907-IAD | a371f5e9efca74db-IAD,,,cloudflare,,,334,transcripts\cancercenter.com--cb9e5a35.txt
030138,CITY OF HOPE CANCER CENTER PHOENIX,AZ,pointer-blocked-to-automation,https://cancercenter.com/,ok,403,1,cloudflare | cloudflare,a371f5eacb198907-IAD | a371f5eb0a8674db-IAD,,,cloudflare,,,137,transcripts\cancercenter.com--48202ef4.txt
034034,DESTINY SPRINGS HEALTHCARE,AZ,mrf-url-unreachable,https://www.destinyspringshealthcare.com/files/81-4160201_Destiny-Springs-Healthcare_standardcharges.csv,ok,404,0,Pepyaka,,,,,,,168,transcripts\destinyspringshealthcare.com--20e69442.txt
031313,HOLY CROSS HOSPITAL,AZ,not-assessed-not-named-in-file,https://holycrosshealth.org/,ok,200,0,webserver,,,,,,,158,transcripts\holycrosshealth.org--48999e32.txt
031304,PAGE HOSPITAL,AZ,pointer-blocked-to-automation,https://bannerhealth.com/cms-hpt.txt,ok,403,0,cloudflare,a371f5e86b0278b1-IAD,,,cloudflare,Attention Required,,130,transcripts\bannerhealth.com--fbc99cf8.txt
031304,PAGE HOSPITAL,AZ,pointer-blocked-to-automation,https://bannerhealth.com/,ok,403,0,cloudflare,a371f5e89b6978b1-IAD,,,cloudflare,Attention Required,,24,transcripts\bannerhealth.com--7294dd9d.txt
031309,SAGE MEMORIAL HOSPITAL,AZ,no-cms-hpt-txt-published,https://sagememorial.com/,ok,200,0,nginx/1.29.8,,,,,,,817,transcripts\sagememorial.com--9e01604e.txt
031309,SAGE MEMORIAL HOSPITAL,AZ,no-cms-hpt-txt-published,https://sagememorial.com/cms-hpt.txt,ok,404,0,nginx/1.29.8,,,,,,,447,transcripts\sagememorial.com--66dda212.txt
031309,SAGE MEMORIAL HOSPITAL,AZ,no-cms-hpt-txt-published,https://sagememorial.com/.well-known/cms-hpt.txt,ok,404,0,nginx/1.29.8,,,,,,,515,transcripts\sagememorial.com--2559a70f.txt
030108,THE CORE INSTITUTE SPECIALTY HOSP,AZ,no-cms-hpt-txt-published,https://thecoreinstitutehospital.com/,ok,200,0,,,,,,,,999,transcripts\thecoreinstitutehospital.com--a6f472d9.txt
030108,THE CORE INSTITUTE SPECIALTY HOSP,AZ,no-cms-hpt-txt-published,https://thecoreinstitutehospital.com/cms-hpt.txt,ok,404,0,,,,,,,,812,transcripts\thecoreinstitutehospital.com--05864a62.txt
030108,THE CORE INSTITUTE SPECIALTY HOSP,AZ,no-cms-hpt-txt-published,https://thecoreinstitutehospital.com/.well-known/cms-hpt.txt,ok,404,0,,,,,,,,951,transcripts\thecoreinstitutehospital.com--63a5f3b1.txt
034023,THE GUIDANCE CENTER,AZ,no-cms-hpt-txt-published,https://tgcaz.org/,ok,200,0,Apache,,,,,,,391,transcripts\tgcaz.org--0abcb6f5.txt
034023,THE GUIDANCE CENTER,AZ,no-cms-hpt-txt-published,https://tgcaz.org/cms-hpt.txt,ok,404,0,Apache,,,,,,,94,transcripts\tgcaz.org--3081295b.txt
034023,THE GUIDANCE CENTER,AZ,no-cms-hpt-txt-published,https://tgcaz.org/.well-known/cms-hpt.txt,ok,404,0,Apache,,,,,,,93,transcripts\tgcaz.org--b893b63e.txt
050455,ADVENTIST HEALTH BAKERSFIELD,CA,not-assessed-not-named-in-file,https://adventisthealth.org/,ok,200,1,awselb/2.0 | Apache/2.4.52 (Ubuntu),,,,,,,1217,transcripts\adventisthealth.org--fed3aa75.txt
050236,ADVENTIST HEALTH SIMI VALLEY,CA,not-assessed-not-named-in-file,https://adventisthealth.org/,ok,200,1,awselb/2.0 | Apache/2.4.52 (Ubuntu),,,,,,,1217,transcripts\adventisthealth.org--fed3aa75.txt
050211,ALAMEDA HOSPITAL,CA,not-assessed-site-unreachable,https://alamedahealthsystem.org/cms-hpt.txt,ok,200,0,nginx,,,,,,fetch failed (cause: UNABLE_TO_VERIFY_LEAF_SIGNATURE),395,transcripts\alamedahealthsystem.org--b5c089f1.txt
